FL_DATE,ORIGIN,DEST,OP_CARRIER,CRS_DEP_TIME,CRS_ARR_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2025-05-22,ORD,LAX,JB,761,912,20,25,1018
2025-05-21,ATL,DFW,AA,308,559,5,10,1361
2025-05-05,DFW,ATL,DL,441,677,10,5,455
2025-05-01,JFK,ATL,AA,1330,1460,5,5,1849
2025-05-16,LAX,ATL,JB,1215,1359,15,20,1043
2025-05-01,LAX,ORD,SW,1377,1463,0,10,2082
2025-05-16,ATL,DFW,AA,1260,1348,20,25,439
2025-05-25,ORD,DFW,DL,1472,1752,0,0,1421
2025-05-20,DFW,ORD,UA,418,480,15,10,1995
2025-05-26,JFK,ORD,AA,1239,1397,20,25,2352
2025-05-07,ORD,LAX,SW,1055,1310,20,20,2308
2025-05-01,JFK,ORD,UA,1361,1489,10,20,1342
2025-05-01,ATL,JFK,SW,1089,1352,5,15,257
2025-05-17,LAX,ATL,AA,488,723,20,30,447
2025-05-21,DFW,LAX,SW,909,988,5,5,2314
2025-05-04,ATL,LAX,DL,1268,1535,0,0,1971
2025-05-17,ORD,JFK,DL,1312,1554,-5,5,2327
2025-05-17,LAX,ORD,SW,969,1182,-5,0,1856
2025-05-07,DFW,ATL,UA,2100,2290,5,0,1507
2025-05-08,ATL,LAX,AA,1838,1930,10,5,1383
2025-05-03,ATL,DFW,JB,609,818,20,30,1601
2025-05-14,LAX,DFW,UA,134,431,20,15,1772
2025-05-10,LAX,ORD,UA,1776,1826,20,25,468
2025-05-02,JFK,ORD,AA,1418,1661,-5,5,319
2025-05-17,JFK,DFW,DL,1824,2071,20,30,403
2025-05-24,JFK,LAX,SW,177,321,15,10,2035
2025-05-15,ORD,LAX,UA,434,666,10,10,1705
2025-05-27,JFK,DFW,AA,807,918,10,5,430
2025-05-17,ATL,DFW,JB,2316,77,30,40,416
2025-05-08,ORD,LAX,SW,2079,2267,15,15,866
2025-05-08,ATL,ORD,SW,1345,1466,5,5,1861
2025-05-12,JFK,ATL,UA,2086,2284,-5,-5,1535
2025-05-22,ATL,DFW,SW,374,671,20,25,993
2025-05-06,LAX,DFW,JB,1565,1763,20,15,1510
2025-05-19,DFW,LAX,JB,2196,2266,-10,0,366
2025-05-04,ORD,ATL,AA,2307,32,-5,5,780
2025-05-16,LAX,DFW,UA,632,750,-10,-15,1469
2025-05-30,DFW,ATL,UA,891,1177,5,0,2455
2025-05-28,LAX,ORD,DL,1208,1266,-5,-10,358
2025-05-06,ATL,JFK,DL,1636,1809,0,5,2358
2025-05-08,ATL,ORD,UA,1270,1485,0,5,1043
2025-05-22,DFW,ATL,AA,613,892,-10,-10,574
2025-05-17,ATL,LAX,UA,739,892,20,15,271
2025-05-18,DFW,JFK,AA,38,262,5,10,2458
2025-05-15,ATL,LAX,DL,430,465,30,35,893
2025-05-22,LAX,JFK,JB,313,493,10,15,2435
2025-05-05,ATL,LAX,AA,1186,1363,10,20,2069
2025-05-07,ORD,LAX,UA,643,844,-10,-5,2322
2025-05-12,ATL,ORD,DL,58,276,-10,0,1829
2025-05-24,DFW,LAX,DL,987,1283,20,20,560
2025-05-22,ORD,LAX,AA,217,449,20,30,1896
2025-05-19,LAX,ATL,SW,328,542,30,40,985
2025-05-24,ATL,ORD,JB,1709,1776,10,20,1694
2025-05-18,ATL,LAX,SW,1022,1123,30,35,1869
2025-05-27,JFK,ORD,JB,1869,2135,5,15,600
2025-05-16,LAX,DFW,SW,1996,2060,20,25,2078
2025-05-12,ATL,LAX,UA,13,258,5,10,961
2025-05-07,LAX,ORD,SW,2297,142,5,15,1947
2025-05-06,JFK,DFW,SW,61,116,5,0,1908
2025-05-05,ORD,JFK,SW,2344,52,-10,-5,821
2025-05-26,ATL,ORD,DL,2173,2218,20,15,1387
2025-05-13,DFW,ORD,DL,1864,1903,5,15,1049
2025-05-14,ATL,JFK,SW,995,1272,15,15,2214
2025-05-17,ATL,LAX,DL,145,405,10,5,915
2025-05-27,JFK,LAX,JB,1915,2174,-5,-5,2100
2025-05-10,LAX,ATL,SW,1906,2086,30,35,1809
2025-05-11,JFK,DFW,JB,1876,2028,15,10,1805
2025-05-17,DFW,ATL,SW,1084,1341,30,35,1939
2025-05-30,JFK,ATL,UA,1402,1611,0,5,2348
2025-05-30,ATL,LAX,UA,2239,114,-5,0,316
2025-05-10,ORD,LAX,AA,1952,2056,-5,0,2477
2025-05-03,ATL,ORD,UA,903,1139,10,20,1221
2025-05-30,ATL,DFW,SW,198,388,15,15,2395
2025-05-20,DFW,JFK,UA,2212,2332,30,25,2164
2025-05-17,ATL,LAX,DL,1575,1739,10,20,870
2025-05-23,ATL,ORD,DL,1732,1776,15,25,2495
2025-05-27,DFW,LAX,AA,1391,1508,15,25,993
2025-05-08,LAX,ATL,UA,2125,2264,30,25,2424
2025-05-19,DFW,JFK,JB,1738,1855,15,10,763
2025-05-05,LAX,DFW,DL,580,826,30,40,1828
2025-05-25,LAX,JFK,DL,1708,1809,-10,0,1028
2025-05-28,ORD,DFW,AA,1469,1635,30,40,367
2025-05-16,ORD,ATL,UA,687,963,-10,-10,844
2025-05-13,ATL,ORD,JB,199,273,10,15,985
2025-05-25,ATL,DFW,UA,1122,1303,30,40,2273
2025-05-30,ORD,ATL,DL,2105,2240,-5,-5,2366
2025-05-27,LAX,DFW,SW,353,643,5,15,317
2025-05-06,ATL,DFW,UA,399,489,-5,5,1667
2025-05-02,JFK,LAX,UA,16,294,10,20,1061
2025-05-06,JFK,ATL,SW,1030,1098,-10,-15,284
2025-05-15,LAX,DFW,DL,921,974,-5,-5,323
2025-05-21,ATL,LAX,DL,1137,1432,10,5,1939
2025-05-24,ORD,ATL,SW,2079,2368,30,30,1891
2025-05-18,LAX,JFK,SW,2350,76,20,15,1804
2025-05-06,ORD,DFW,UA,1393,1590,-10,-10,1278
2025-05-06,ORD,DFW,UA,2273,154,-10,-15,406
2025-05-14,ATL,JFK,SW,381,676,10,5,314
2025-05-11,LAX,JFK,UA,1085,1179,15,20,1341
2025-05-02,LAX,ORD,AA,2175,2315,30,25,799
2025-05-22,ATL,DFW,DL,951,1159,10,10,668
2025-05-28,LAX,ORD,JB,155,443,0,5,429
2025-05-03,ORD,JFK,AA,905,1173,-10,0,2047
2025-05-25,JFK,ATL,UA,282,482,-5,-10,960
2025-05-28,DFW,ORD,AA,2057,2224,5,15,2138
2025-05-30,ATL,LAX,AA,1305,1385,20,25,221
2025-05-26,DFW,LAX,SW,146,352,5,0,2173
2025-05-22,LAX,DFW,UA,1969,2029,30,40,1488
2025-05-13,ATL,JFK,UA,1485,1565,30,30,2397
2025-05-13,ORD,ATL,DL,1629,1814,0,0,1993
2025-05-28,ATL,DFW,JB,1534,1712,20,15,1823
2025-05-22,ORD,LAX,SW,223,311,15,10,1369
2025-05-28,DFW,ORD,AA,1601,1870,15,10,1799
2025-05-21,ORD,LAX,SW,920,1182,15,20,682
2025-05-08,LAX,ATL,UA,1882,2117,10,20,889
2025-05-27,DFW,LAX,SW,2254,11,-10,-10,580
2025-05-18,LAX,ORD,DL,1152,1391,20,15,466
2025-05-13,ATL,DFW,DL,1046,1241,-10,0,2310
2025-05-05,DFW,ORD,AA,1051,1175,-10,-10,973
2025-05-20,LAX,ATL,DL,1955,2050,-5,0,1661
2025-05-14,LAX,DFW,DL,300,577,15,15,2402
2025-05-02,ORD,JFK,UA,984,1075,-5,-10,311
2025-05-27,LAX,DFW,UA,1404,1445,-10,-5,830
2025-05-02,JFK,LAX,UA,2226,113,15,15,241
2025-05-08,JFK,ORD,AA,2259,6,10,15,1330
2025-05-18,DFW,ATL,JB,1987,2026,-10,-10,1578
2025-05-07,DFW,ATL,SW,1762,1933,5,10,380
2025-05-22,LAX,ORD,AA,163,393,10,10,2491
2025-05-21,ATL,DFW,DL,1142,1294,-10,0,300
2025-05-12,ORD,ATL,DL,1514,1633,-5,0,1183
2025-05-08,JFK,ATL,SW,358,583,5,5,1748
2025-05-20,DFW,LAX,DL,1784,2004,-5,-10,775
2025-05-22,DFW,JFK,JB,2320,38,20,30,2138
2025-05-24,ATL,ORD,DL,1590,1672,10,15,1871
2025-05-15,LAX,ATL,DL,2011,2061,30,30,1863
2025-05-04,LAX,ATL,AA,1440,1707,-10,-10,1145
2025-05-28,ORD,ATL,UA,70,330,10,15,563
2025-05-22,ATL,DFW,AA,1630,1865,-10,0,1777
2025-05-24,ORD,ATL,DL,182,376,20,15,2145
2025-05-03,JFK,ATL,DL,2165,2297,20,25,968
2025-05-18,DFW,ORD,AA,1707,1871,20,30,1947
2025-05-02,JFK,DFW,DL,121,373,0,10,1778
2025-05-13,ATL,ORD,SW,1363,1597,5,15,229
2025-05-01,DFW,LAX,JB,196,259,15,25,2268
2025-05-15,DFW,ORD,UA,1675,1841,30,40,1604
2025-05-24,LAX,ATL,AA,84,271,30,40,994
2025-05-07,ATL,DFW,SW,1846,2094,30,35,975
2025-05-18,DFW,ATL,DL,2128,2158,-5,5,1949
2025-05-24,DFW,LAX,AA,1253,1446,30,40,521
2025-05-01,ORD,LAX,DL,1260,1435,10,15,1377
2025-05-28,ATL,DFW,JB,532,722,15,25,2335
2025-05-09,JFK,LAX,SW,1336,1590,20,15,250
2025-05-28,LAX,ATL,UA,967,1152,0,10,1942
2025-05-02,LAX,JFK,JB,1896,1933,5,10,1231
2025-05-03,ORD,ATL,AA,929,1223,20,20,1953
2025-05-25,ATL,JFK,JB,855,901,15,10,595
2025-05-24,LAX,JFK,UA,1069,1310,30,30,1086
2025-05-07,DFW,ATL,SW,872,981,-10,0,1753
2025-05-13,LAX,DFW,DL,371,642,0,10,202
2025-05-24,ATL,JFK,AA,892,1171,-5,-10,1975
2025-05-16,LAX,ATL,JB,243,478,5,0,1893
2025-05-09,DFW,LAX,JB,1886,2171,20,15,406
2025-05-16,LAX,ORD,UA,506,549,0,-5,570
2025-05-04,LAX,DFW,DL,61,299,20,25,748
2025-05-18,ORD,JFK,UA,374,490,20,15,1528
2025-05-04,JFK,ATL,AA,1859,2027,15,15,529
2025-05-11,DFW,LAX,DL,952,1151,-10,0,1265
2025-05-16,JFK,ATL,AA,1761,1940,15,20,966
2025-05-24,LAX,ATL,AA,1498,1538,10,20,2464
2025-05-22,LAX,ORD,JB,710,842,-10,-10,843
2025-05-08,ATL,DFW,DL,1200,1240,15,25,1095
2025-05-07,DFW,LAX,SW,1171,1255,0,5,812
2025-05-10,JFK,ORD,DL,817,1047,10,15,1954
2025-05-18,DFW,ORD,SW,1534,1635,10,20,458
2025-05-26,ORD,ATL,UA,1711,1856,5,10,394
2025-05-03,JFK,LAX,AA,929,1106,15,25,952
2025-05-28,LAX,JFK,UA,242,449,-5,0,2198
2025-05-02,ORD,DFW,DL,2313,208,-5,-5,1459
2025-05-12,DFW,JFK,AA,1085,1278,15,20,1737
2025-05-16,LAX,ATL,AA,275,351,30,40,2183
2025-05-16,ORD,JFK,JB,1946,2033,20,15,1239
2025-05-30,DFW,ATL,DL,740,815,0,-5,1345
2025-05-12,LAX,DFW,JB,1898,2190,15,10,613
2025-05-25,ATL,JFK,AA,574,634,-10,-10,1791
2025-05-15,ORD,JFK,DL,750,955,30,40,2475
2025-05-08,DFW,LAX,UA,1327,1520,30,25,1100
2025-05-12,JFK,DFW,UA,527,669,-10,-10,246
2025-05-24,ATL,JFK,JB,260,415,-10,-15,751
2025-05-20,ATL,JFK,UA,2054,2307,-10,-10,854
2025-05-04,LAX,DFW,DL,1485,1769,5,5,536
2025-05-11,ATL,JFK,UA,818,1043,30,35,716
2025-05-29,ATL,ORD,SW,2094,2303,20,20,2180
2025-05-20,ATL,LAX,UA,995,1231,30,30,1484
2025-05-19,JFK,ATL,JB,1932,2089,-10,-10,2132
2025-05-09,ATL,JFK,DL,113,364,5,15,490
2025-05-18,LAX,ATL,DL,113,306,5,10,2016
2025-05-19,JFK,ATL,AA,1757,1924,0,0,1844
2025-05-08,ATL,LAX,SW,2077,2210,5,0,2233
2025-05-08,LAX,ORD,SW,1273,1496,15,25,446
2025-05-25,ATL,DFW,JB,398,533,-5,-5,1061
2025-05-17,ORD,JFK,AA,818,862,5,10,867
2025-05-17,JFK,DFW,AA,1608,1904,20,20,1264
2025-05-14,JFK,ATL,SW,547,629,-5,-5,1827
2025-05-20,ORD,ATL,DL,1062,1126,20,15,1139
2025-05-18,JFK,LAX,JB,2146,29,-5,5,1914
2025-05-25,JFK,LAX,DL,1642,1932,-5,-5,1346
2025-05-27,DFW,ATL,UA,2262,133,15,20,2427
2025-05-12,DFW,ATL,AA,39,337,-5,-5,1831
2025-05-05,ORD,ATL,JB,2218,29,20,15,2262
2025-05-01,ATL,LAX,JB,35,119,-5,-5,1901
2025-05-13,LAX,JFK,AA,765,853,30,40,574
2025-05-17,JFK,DFW,JB,2014,2265,-5,0,830
2025-05-18,ATL,ORD,JB,2081,2283,30,40,1947
2025-05-30,ATL,JFK,JB,288,583,10,15,498
2025-05-09,ORD,ATL,DL,2021,2161,0,10,1972
2025-05-29,LAX,ORD,JB,1695,1887,20,20,735
2025-05-18,ORD,JFK,AA,2032,2284,-5,5,1440
2025-05-13,DFW,LAX,UA,1140,1188,0,5,1126
2025-05-27,LAX,DFW,DL,1080,1336,30,25,597
2025-05-13,LAX,JFK,DL,1247,1349,5,15,408
2025-05-14,ATL,JFK,JB,333,384,30,25,1616
2025-05-07,LAX,DFW,UA,104,321,-10,-5,811
2025-05-09,ORD,ATL,DL,1698,1762,15,20,1078
2025-05-18,ATL,DFW,DL,2104,2291,-5,0,581
2025-05-24,DFW,ATL,JB,1829,2035,10,20,332
2025-05-06,ORD,LAX,UA,1411,1453,30,30,1138
2025-05-10,ATL,ORD,AA,1367,1545,-10,0,1818
2025-05-20,ORD,ATL,DL,1715,1930,10,5,1534
2025-05-25,DFW,JFK,UA,1443,1680,0,10,1078
2025-05-01,LAX,DFW,UA,978,1174,15,15,1769
2025-05-07,ORD,DFW,JB,1921,1985,5,5,685
2025-05-02,LAX,DFW,AA,250,544,15,10,2274
2025-05-13,DFW,JFK,AA,430,548,5,10,597
2025-05-23,LAX,ATL,UA,1979,2011,-10,-15,2334
2025-05-26,ORD,ATL,UA,1669,1855,20,25,1373
2025-05-07,LAX,DFW,JB,1574,1775,0,-5,2396
2025-05-27,JFK,ORD,AA,2056,2136,20,25,869
2025-05-05,ATL,DFW,SW,790,824,0,5,1017
2025-05-23,LAX,ORD,JB,1107,1251,30,25,2041
2025-05-29,JFK,ATL,JB,196,438,-10,-15,339
2025-05-15,JFK,DFW,UA,330,416,15,15,462
2025-05-14,ORD,LAX,JB,700,945,30,25,766
2025-05-29,LAX,DFW,AA,299,548,30,35,605
2025-05-25,ORD,DFW,SW,1504,1625,-5,-10,1545
2025-05-13,LAX,DFW,AA,1972,2174,5,15,800
2025-05-22,ATL,ORD,UA,2246,0,30,25,531
2025-05-19,JFK,DFW,JB,100,246,-10,0,1920
2025-05-02,DFW,ATL,JB,216,509,10,20,1538
2025-05-01,JFK,ATL,AA,639,894,10,20,2258
2025-05-10,DFW,ATL,AA,2320,111,-5,0,1725
2025-05-15,JFK,ATL,SW,1347,1636,5,10,557
2025-05-08,DFW,LAX,DL,2049,2193,10,10,1635
2025-05-12,JFK,ATL,UA,241,399,15,20,299
2025-05-14,JFK,LAX,SW,1461,1496,15,20,1332
2025-05-04,ATL,DFW,AA,716,830,30,35,1283
2025-05-18,JFK,LAX,AA,457,602,5,5,706
2025-05-29,JFK,ATL,AA,1192,1231,30,40,2454
2025-05-05,JFK,ATL,DL,1585,1882,10,10,1846
2025-05-28,LAX,ORD,JB,1722,1752,-5,5,999
2025-05-05,LAX,ATL,JB,1536,1645,-10,-15,1748
2025-05-28,ATL,LAX,UA,2056,2312,30,35,1996
2025-05-13,DFW,LAX,DL,1389,1676,0,10,1363
2025-05-02,ATL,ORD,JB,1296,1348,20,15,936
2025-05-18,JFK,DFW,SW,178,312,10,20,1090
2025-05-12,ATL,JFK,UA,1924,1992,15,25,1538
2025-05-30,ORD,DFW,AA,1913,2160,-5,-5,1543
2025-05-01,JFK,LAX,DL,639,751,5,10,2178
2025-05-08,ORD,ATL,UA,435,501,10,10,1445
2025-05-16,JFK,DFW,JB,866,941,5,15,736
2025-05-01,ATL,LAX,JB,199,308,5,15,1084
2025-05-16,DFW,LAX,DL,1936,1989,-5,-5,1454
2025-05-06,ATL,ORD,UA,2233,2335,30,25,2094
2025-05-14,ATL,LAX,UA,962,1089,5,10,2172
2025-05-16,ATL,JFK,UA,1329,1447,-10,-10,1716
2025-05-16,ORD,JFK,JB,1912,2139,5,10,1263
2025-05-11,LAX,ATL,AA,1079,1140,30,30,1385
2025-05-12,ORD,ATL,SW,1985,2101,20,25,2232
2025-05-03,LAX,DFW,UA,79,351,5,10,1914
2025-05-30,ORD,DFW,JB,196,420,10,20,1948
2025-05-15,LAX,DFW,UA,67,178,0,-5,2309
2025-05-03,JFK,DFW,UA,1489,1527,-5,0,1820
2025-05-01,DFW,ATL,SW,814,890,20,30,2160
2025-05-30,ORD,DFW,DL,1902,1977,10,5,475
2025-05-25,JFK,LAX,JB,729,816,5,5,1524
2025-05-15,JFK,ORD,JB,2063,2280,-10,-15,347
2025-05-03,ATL,LAX,JB,336,534,10,5,351
2025-05-15,JFK,ORD,SW,1665,1877,-10,-5,585
2025-05-30,ATL,JFK,UA,169,311,5,0,2400
2025-05-17,LAX,DFW,SW,673,871,5,5,1776
2025-05-08,ATL,ORD,AA,2282,31,15,15,905
2025-05-11,ATL,JFK,UA,524,691,-5,0,1479
2025-05-06,JFK,ORD,DL,141,270,30,40,325
2025-05-03,ORD,DFW,UA,1089,1283,0,5,2372
2025-05-22,DFW,JFK,DL,795,1013,30,25,2378
2025-05-22,LAX,ATL,UA,2154,2333,30,30,1860
2025-05-29,ORD,DFW,DL,27,146,0,10,1487
2025-05-16,ORD,ATL,DL,2032,2076,15,15,866
2025-05-27,ATL,JFK,JB,2115,2392,10,5,1211
2025-05-15,ORD,LAX,SW,572,713,20,30,2466
2025-05-04,DFW,ATL,AA,47,159,15,25,1404
2025-05-09,DFW,JFK,UA,859,1091,5,0,496
2025-05-07,ORD,DFW,JB,2102,2363,5,15,369
2025-05-27,DFW,ATL,AA,1119,1204,5,15,1091
2025-05-21,ATL,DFW,SW,958,1213,15,25,1734
2025-05-30,DFW,ORD,DL,1005,1284,5,15,1212
2025-05-03,ORD,ATL,AA,1205,1444,0,10,868
2025-05-05,DFW,ORD,DL,1465,1688,20,15,870
2025-05-29,LAX,DFW,JB,810,971,5,15,1706
2025-05-30,LAX,DFW,AA,1010,1224,20,20,1709
2025-05-10,ATL,ORD,UA,1099,1139,10,20,385
2025-05-22,ATL,JFK,DL,1754,1840,10,15,1220
2025-05-05,JFK,ATL,JB,389,667,15,20,1119
2025-05-10,ATL,LAX,AA,396,443,10,10,1469
2025-05-17,JFK,ORD,DL,1719,1954,15,10,398
2025-05-20,ORD,JFK,UA,1276,1340,20,15,1738
2025-05-03,LAX,JFK,UA,1683,1931,-10,-5,2189
2025-05-18,LAX,ORD,UA,2350,150,-5,0,1937
2025-05-19,LAX,ORD,JB,934,1007,30,25,477
2025-05-25,ORD,LAX,SW,130,417,20,20,2323
2025-05-19,ORD,JFK,SW,1160,1301,-10,-5,800
2025-05-21,JFK,ATL,JB,760,1022,-5,5,781
2025-05-13,ATL,LAX,JB,25,172,10,10,2362
2025-05-21,JFK,ORD,SW,574,761,10,20,1686
2025-05-06,LAX,DFW,DL,1429,1594,10,15,271
2025-05-20,ATL,JFK,DL,1078,1279,15,20,627
2025-05-24,ORD,DFW,AA,1662,1746,0,0,2178
2025-05-01,ATL,DFW,SW,1180,1365,-10,0,1558
2025-05-07,LAX,JFK,AA,48,190,5,15,2198
2025-05-27,ORD,JFK,DL,1271,1489,20,15,908
2025-05-17,LAX,ORD,AA,1341,1531,20,25,2362
2025-05-02,JFK,DFW,SW,1968,2098,15,25,2088
2025-05-06,DFW,ATL,SW,1991,2168,30,40,1245
2025-05-16,JFK,LAX,AA,2283,140,30,40,691
2025-05-02,JFK,ATL,DL,845,1143,0,5,1888
2025-05-12,DFW,JFK,DL,732,773,5,0,2369
2025-05-07,DFW,JFK,UA,1221,1429,10,20,726
2025-05-05,JFK,LAX,DL,1131,1393,5,15,1366
2025-05-21,ORD,ATL,DL,1276,1497,20,30,1588
2025-05-25,ATL,LAX,SW,1607,1816,20,30,1669
2025-05-26,DFW,LAX,AA,2331,107,-10,-5,613
2025-05-12,DFW,ATL,UA,1603,1746,5,10,245
2025-05-13,DFW,ATL,UA,2253,131,-5,0,200
2025-05-26,ATL,JFK,UA,1541,1623,10,5,2057
2025-05-20,DFW,LAX,DL,1669,1854,15,10,2228
2025-05-01,DFW,LAX,AA,563,734,30,30,2059
2025-05-01,ATL,LAX,AA,791,954,10,10,826
2025-05-30,ATL,DFW,DL,1284,1357,-5,-5,1474
2025-05-07,ATL,DFW,SW,1936,2152,-5,-5,778
2025-05-30,ORD,JFK,UA,416,591,15,25,332
2025-05-01,DFW,LAX,JB,727,784,30,35,1835
2025-05-20,LAX,DFW,SW,1534,1696,10,10,629
2025-05-14,JFK,ATL,UA,64,346,5,15,720
2025-05-11,ATL,JFK,UA,1953,2045,10,20,1830
2025-05-16,LAX,ATL,AA,877,1149,20,20,1678
2025-05-09,ORD,DFW,UA,1653,1817,10,15,2244
2025-05-14,JFK,ATL,UA,1034,1174,20,30,1336
2025-05-30,DFW,LAX,AA,752,841,15,25,368
2025-05-16,LAX,ATL,SW,668,706,0,5,2353
2025-05-12,LAX,ORD,UA,498,614,15,20,291
2025-05-17,LAX,ATL,SW,2087,2385,-10,-10,2275
2025-05-27,JFK,ORD,UA,1272,1325,-10,0,1569
2025-05-03,ATL,JFK,AA,544,744,-10,-10,2235
2025-05-10,DFW,ORD,UA,721,796,20,20,1586
2025-05-21,LAX,DFW,JB,2336,150,30,25,1244
2025-05-09,ORD,JFK,UA,1442,1495,15,25,1079
2025-05-21,ORD,ATL,SW,89,263,-10,-5,1255
2025-05-29,JFK,ORD,AA,121,179,-10,-5,1209
2025-05-25,ORD,JFK,SW,1429,1478,20,25,696
2025-05-18,JFK,ORD,AA,1560,1792,-5,-5,1105
2025-05-29,JFK,DFW,UA,1977,2087,20,30,1899
2025-05-20,JFK,DFW,DL,1549,1692,5,0,2274
2025-05-18,DFW,ATL,JB,1299,1583,15,10,1098
2025-05-25,ORD,JFK,UA,116,163,20,25,1057
2025-05-17,ATL,ORD,DL,1347,1625,5,15,488
2025-05-26,JFK,LAX,SW,1796,2089,20,15,2330
2025-05-02,JFK,DFW,UA,1030,1136,15,20,735
2025-05-15,JFK,LAX,AA,1510,1594,20,25,270
2025-05-11,LAX,JFK,SW,1654,1850,5,10,2138
2025-05-12,DFW,ATL,AA,1424,1618,10,5,2258
2025-05-24,DFW,LAX,JB,597,827,0,10,1681
2025-05-15,JFK,DFW,JB,453,508,5,10,2076
2025-05-07,JFK,ORD,UA,1564,1734,20,20,1197
2025-05-28,DFW,ORD,JB,873,979,15,20,931
2025-05-23,ATL,JFK,SW,2006,2272,-5,5,2004
2025-05-17,JFK,DFW,JB,957,1201,15,25,2317
2025-05-21,JFK,LAX,DL,981,1087,15,10,655
2025-05-21,JFK,ORD,JB,937,1157,-10,-10,778
2025-05-29,ATL,JFK,SW,1915,2141,10,20,1984
2025-05-25,DFW,JFK,JB,1997,2065,10,10,266
2025-05-30,JFK,DFW,UA,1464,1594,20,30,2206
2025-05-04,LAX,ATL,JB,532,632,5,15,1294
2025-05-24,JFK,LAX,AA,1812,1944,-10,-15,971
2025-05-28,LAX,ATL,AA,125,156,10,15,1117
2025-05-05,JFK,DFW,JB,771,888,-10,-5,2173
2025-05-11,DFW,JFK,UA,581,795,30,40,1430
2025-05-11,ATL,DFW,AA,1371,1528,15,10,1086
2025-05-13,ATL,ORD,AA,610,834,5,10,909
2025-05-20,ATL,LAX,DL,1972,2205,15,25,1956
2025-05-06,ATL,JFK,SW,2183,43,0,10,1634
2025-05-05,ATL,LAX,DL,537,634,-10,0,597
2025-05-28,DFW,ATL,AA,1816,2034,-10,-10,893
2025-05-08,DFW,ORD,UA,1871,2134,15,25,2079
2025-05-11,ORD,ATL,AA,185,286,-5,0,1093
2025-05-26,ORD,ATL,DL,1948,2093,-10,-10,864
2025-05-14,LAX,DFW,DL,1340,1511,5,15,1108
2025-05-14,ORD,JFK,UA,987,1123,-5,0,1909
2025-05-07,DFW,ATL,UA,1014,1125,20,25,246
2025-05-02,JFK,ORD,DL,1574,1787,5,10,1788
2025-05-18,ORD,JFK,SW,273,380,5,15,1568
2025-05-23,LAX,ORD,SW,746,889,10,15,445
2025-05-06,JFK,ORD,JB,2098,2381,20,25,1027
2025-05-08,ATL,ORD,SW,1480,1769,15,20,2415
2025-05-27,ATL,ORD,UA,885,1081,20,15,1695
2025-05-26,ORD,LAX,UA,305,541,20,30,1542
2025-05-20,DFW,JFK,AA,1735,1905,-5,-5,434
2025-05-16,LAX,JFK,SW,508,689,-10,0,2020
2025-05-17,ORD,DFW,DL,2002,2264,-5,-10,397
2025-05-27,DFW,ORD,UA,2009,2046,20,15,1300
2025-05-26,DFW,LAX,DL,2085,2342,20,15,384
2025-05-21,ATL,DFW,JB,1096,1360,-10,-5,2430
2025-05-28,JFK,DFW,SW,632,821,20,15,2221
2025-05-23,JFK,ATL,AA,1816,1902,5,15,573
2025-05-29,LAX,JFK,UA,1516,1699,20,30,941
2025-05-26,DFW,ATL,DL,2137,2353,10,20,1667
2025-05-30,DFW,LAX,AA,41,74,0,-5,628
2025-05-16,LAX,DFW,AA,936,1021,-5,-10,691
2025-05-20,DFW,JFK,DL,1691,1738,5,15,1377
2025-05-21,ORD,ATL,SW,906,970,20,25,1630
2025-05-09,ATL,DFW,UA,454,740,20,30,2252
2025-05-05,DFW,JFK,UA,1950,2008,-5,-5,816
2025-05-26,LAX,ATL,JB,636,726,5,15,2464
2025-05-08,DFW,LAX,JB,263,385,5,10,568
2025-05-28,ATL,ORD,JB,1691,1918,20,25,739
2025-05-20,ORD,LAX,UA,1871,1949,30,30,1277
2025-05-27,DFW,JFK,AA,2021,2120,10,15,2283
2025-05-19,ORD,ATL,AA,1905,2052,5,5,946
2025-05-19,LAX,JFK,SW,2234,2329,10,5,2136
2025-05-21,DFW,LAX,JB,483,717,10,10,1351
2025-05-06,JFK,DFW,UA,10,290,0,-5,947
2025-05-29,LAX,ORD,SW,8,197,10,10,1307
2025-05-04,ATL,DFW,DL,770,822,-5,5,1543
2025-05-17,JFK,LAX,JB,1078,1195,15,20,1640
2025-05-22,ATL,ORD,JB,663,841,15,25,353
2025-05-21,ATL,JFK,JB,871,1136,-5,5,1671
2025-05-30,LAX,ORD,DL,1142,1352,-5,-10,469
2025-05-27,ORD,ATL,AA,2299,26,5,0,1577
2025-05-28,JFK,ORD,UA,2316,124,0,5,465
2025-05-12,DFW,LAX,JB,913,967,20,30,2378
2025-05-26,DFW,ATL,UA,1915,2163,20,25,974
2025-05-28,DFW,JFK,SW,640,779,20,30,1599
2025-05-04,DFW,ORD,JB,1669,1745,-5,0,2116
2025-05-07,ORD,LAX,UA,874,1073,10,15,2031
2025-05-05,LAX,ATL,UA,1629,1814,0,-5,1351
2025-05-25,LAX,ORD,AA,851,1085,0,-5,1065
2025-05-05,ATL,LAX,JB,63,132,30,35,1690
2025-05-09,ORD,DFW,SW,1989,2264,5,10,1527
2025-05-18,ATL,DFW,JB,359,650,10,10,2354
2025-05-15,JFK,DFW,AA,466,668,-5,-5,2173
2025-05-03,JFK,ORD,DL,908,1179,30,25,1835
2025-05-08,ORD,DFW,DL,1267,1505,20,20,917
2025-05-19,JFK,DFW,UA,557,823,10,10,1989
